Tenure,Salary,Department,JobSatisfaction,WorkLifeBalance,CommuteDistance,MaritalStatus,Education,PerformanceRating,TrainingHours,OverTime,NumProjects,YearsSincePromotion,ChurnLikelihood
5,60000,FM,5,4,Medium,Single,Bachelor,3.333,30,1,4,0,Highly Likely
6,71000,SL,4,4,Medium,Married,High School,3.333,96,1,2,0,Highly Likely
3,49500,Legal,3,5,Short,Married,Bachelor,4,6,1,4,0,Highly Likely
2,53000,HR,3,3.5,Long,Married,Bachelor,3.333,30,1,3,0,Highly Likely
11,71000,SL,5,3,Medium,Single,High School,4,56,1,4,3,Highly Likely
7,66500,OPR,4,4,Long,Single,High School,3.333,64,1,3,0,Highly Likely
5,63500,Legal,4,5,Short,Married,Master,4.333,30,1,3,0,Highly Likely
5,69500,OPR,4,3.5,Long,Married,Bachelor,3,6,1,3,0,Highly Likely
8,70500,ACC,3,4,Medium,Single,Bachelor,3,30,1,4,2,Highly Likely
11,65000,MKT,5,4,Long,Married,Bachelor,4,36,1,3,5,Highly Likely
21,86500,RD,4,4.5,Medium,Divorced,High School,3.333,64,1,3,1,Highly Likely
2,65000,PM,5,4.5,Medium,Married,Bachelor,4,24,1,4,0,Highly Likely
5,84000,SL,3,4.5,Long,Married,Bachelor,3,12,1,3.62,0,Highly Likely
5,69500,SL,3,5,Short,Married,Bachelor,3.667,30,1,3,0,Highly Likely
11,56000,ACC,3,4.5,Short,Married,Bachelor,4.333,12,1,4,2,Highly Likely
4,69500,ACC,3,4,Short,Divorced,Bachelor,3.667,18,1,3,0,Highly Likely
4,62500,PRO,2,3,Medium,Single,Bachelor,2.667,24,1,4,0,Highly Likely
6,61000,HR,4,4.5,Long,Married,High School,3.333,72,1,2,0,Highly Likely
18,67000,ACC,3,4,Short,Single,High School,3.333,56,1,4,3,Highly Likely
7,66000,RD,3,3,Medium,Married,Bachelor,3.333,24,1,3,0,Highly Likely
13,80500,QA,5,3.5,Long,Married,Bachelor,2.667,30,1,3.62,4,Highly Likely
6,64500,PRO,3,3,Medium,Married,High School,3,80,0,3,0,Highly Likely
0,72500,PM,5,3,Short,Single,Master,3.667,12,1,4,0,Highly Likely
13,71000,MKT,3,4.5,Long,Married,Bachelor,3.333,30,1,2,2,Highly Likely
13,63500,CS,3,4,Short,Divorced,Bachelor,4,30,0,3,4,Highly Likely
4,61000,OPR,3,3.5,Short,Single,Bachelor,3.333,12,1,3,0,Highly Likely
8,70500,PM,5,4.5,Medium,Single,High School,3,32,1,3,0,Highly Likely
7,66000,ACC,3,4,Medium,Married,High School,3.667,88,1,4,1,Highly Likely
13,65500,QA,2,4,Medium,Divorced,Master,3.667,30,1,3,3,Highly Likely
5,72500,HR,2,3.5,Long,Single,Bachelor,3.333,36,1,3,0,Highly Likely
8,69500,CS,3,3.5,Medium,Married,Bachelor,3,36,1,2,1,Highly Likely
3,62000,FM,4,3.5,Short,Divorced,Bachelor,3.667,18,1,4,0,Highly Likely
3,61000,QA,4,4.5,Medium,Married,Bachelor,4,18,1,3,0,Highly Likely
14,68000,IT,4,4.5,Long,Married,Bachelor,4,18,1,4,4,Highly Likely
9,67500,PR,5,4,Medium,Divorced,High School,3.333,80,1,3,1,Highly Likely
5,64500,Legal,3,3.5,Medium,Married,Bachelor,3,12,1,3,0,Highly Likely
4,67500,ACC,3,3.5,Medium,Single,Bachelor,3.333,30,1,3.62,0,Highly Likely
7,69500,ACC,4,3,Long,Single,Bachelor,3,6,1,2,0,Highly Likely
4,66500,PM,4,3.5,Medium,Married,Bachelor,3.333,30,1,2,0,Highly Likely
5,71000,ACC,2,4.5,Medium,Married,Bachelor,4.667,30,0,3,0,Highly Likely
3,59000,Legal,4,3.5,Short,Single,High School,3.667,96,1,3,0,Highly Likely
9,70000,RD,3,3.5,Short,Divorced,Bachelor,3.333,30,0,3,3,Highly Likely
3,53500,MKT,3,3.5,Short,Single,High School,3,30,1,4,0,Highly Likely
12,75500,OPR,5,3.5,Short,Married,Bachelor,3.667,36,1,4,4,Highly Likely
4,67500,OPR,5,4,Short,Married,Master,3.667,30,0,3.62,0,Highly Likely
3,53500,PR,3,2.5,Short,Married,High School,2.333,40,1,4,0,Highly Likely
6,71500,SL,4,3,Short,Single,Bachelor,3.333,36,1,3.62,0,Highly Likely
12,77000,CS,3,4,Medium,Married,Bachelor,3.667,24,1,2,4,Highly Likely
9,76000,RD,4,3.5,Medium,Divorced,Bachelor,3.667,18,1,4,3,Highly Likely
3,62500,ACC,4,5,Long,Married,Bachelor,3.667,30,1,3.62,0,Highly Likely
13,72500,PRO,5,3.5,Long,Single,Bachelor,3.667,12,1,3,0,Highly Likely
6,60500,CS,2,3.5,Short,Single,High School,3,80,1,3,0,Highly Likely
6,61000,MKT,3,3.5,Medium,Single,Bachelor,2.667,24,1,3,0,Highly Likely
5,72000,PM,3,4,Medium,Married,Bachelor,4.333,18,1,4,0,Highly Likely
12,72500,MKT,3,4,Long,Married,Master,3.333,30,1,3.62,4,Highly Likely
8,69500,HR,3,4,Medium,Married,High School,3.667,88,1,3,0,Highly Likely
14,59000,MKT,5,4,Long,Married,High School,3.333,30,1,3,4,Highly Likely
9,60000,CS,3,3.5,Medium,Divorced,High School,3,40,1,2,3,Highly Likely
4,65500,IT,2,4,Long,Single,Bachelor,3.667,30,1,3,0,Highly Likely
6,65000,MKT,4,3.5,Medium,Single,High School,3.333,48,1,3,0,Highly Likely
8,59000,CS,2,4.5,Short,Divorced,High School,3.667,56,1,3,0,Highly Likely
4,70000,IT,4,4.5,Long,Married,Bachelor,4,12,1,4,0,Highly Likely
5,59500,ACC,5,3.5,Short,Divorced,Bachelor,3.333,12,1,3,0,Highly Likely
4,65000,ACC,3,3,Medium,Married,High School,2.667,32,1,3,0,Highly Likely
8,64000,FM,2,4,Long,Divorced,High School,3,30,1,3,2,Highly Likely
2,69500,RD,3,3.5,Long,Divorced,Master,3,12,1,3,0,Highly Likely
8,80000,SL,4,4.5,Short,Married,Bachelor,3.667,30,0,4,1,Highly Likely
10,62000,CS,5,3.5,Long,Married,Bachelor,3,12,1,2,0,Highly Likely
5,53000,HR,4,4.5,Short,Married,Bachelor,4,18,1,3,0,Highly Likely
12,79000,ADM,3,4,Medium,Married,Bachelor,3.333,30,1,3.62,3,Highly Likely
2,72000,ACC,2,3.5,Long,Single,Bachelor,3.333,12,0,3,0,Highly Likely
11,70500,ACC,2,3.5,Short,Divorced,Bachelor,3,24,1,3.62,4,Highly Likely
7,65500,Legal,3,3.5,Medium,Married,Bachelor,3,36,1,3,0,Highly Likely
8,75500,Legal,4,4,Long,Divorced,Bachelor,3.333,24,1,4,1,Highly Likely
6,60000,SL,4,3.5,Medium,Married,High School,3.333,48,1,4,0,Highly Likely
10,72500,SL,3,4.5,Short,Married,Bachelor,3.667,18,1,3,3,Highly Likely
8,66500,RD,4,4,Medium,Married,Bachelor,3.667,30,0,3,1,Highly Likely
4,57500,ACC,3,4.5,Short,Married,High School,4,56,1,4,0,Highly Likely
9,66000,Legal,2,4,Medium,Single,Bachelor,2.667,18,1,2,1,Highly Likely
5,59500,RD,2,3.5,Long,Married,High School,3.333,72,0,3,0,Highly Likely
9,66000,QA,1,4,Long,Married,Bachelor,3.667,18,1,3.62,0,Highly Likely
6,61500,PRO,5,4,Long,Divorced,Bachelor,3.667,30,1,3,0,Highly Likely
16,74000,HR,4,3.5,Medium,Single,Bachelor,3.667,12,1,4,0,Highly Likely
5,73000,PR,2,4,Medium,Single,Bachelor,3.333,30,1,3,0,Highly Likely
8,80000,SL,1,4,Long,Married,Bachelor,4,18,1,4,0,Highly Likely
6,73500,SL,3,4,Medium,Married,Bachelor,4,30,1,4,0,Highly Likely
14,77000,HR,2,2.969,Medium,Married,Bachelor,3.617,11.48,1,3.33,0,Highly Likely
14,68500,PM,3,4.608,Medium,Married,High School,2.55,48.44,1,3.11,3,Highly Likely
6,80500,SL,4,3.371,Medium,Married,Bachelor,3.363,35.67,1,3.62,0,Highly Likely
8,66500,ADM,4,3.094,Short,Single,High School,3.906,72.14,1,2.73,1,Highly Likely
5,66500,HR,3,3.697,Long,Married,Bachelor,3.657,23.74,1,3.99,0,Less Likely
6,59000,CS,4,3.51,Medium,Married,High School,2.651,32.51,1,3.51,0,Highly Likely
8,64000,MKT,3,4.589,Short,Single,High School,2.569,71.68,1,4.49,1,Less Likely
8,83000,Legal,3,4.697,Short,Married,High School,2.935,48.13,1,2.36,1,Highly Likely
12,67000,SL,5,4.105,Medium,Married,Bachelor,2.367,23.9,1,3.02,4,Highly Likely
5,61500,ACC,2,3.815,Short,Single,Bachelor,2.637,31.02,1,2.84,0,Highly Likely
5,72000,PM,4,4.267,Long,Married,Bachelor,2.625,12.65,1,2.86,0,Highly Likely
12,71500,RD,3,4.673,Long,Divorced,Bachelor,3.036,30.48,1,3.62,3,Highly Likely
7,53500,ADM,3,3.173,Long,Married,High School,4.366,55.82,1,4.52,1,Highly Likely
8,69000,QA,4,4.037,Long,Married,Bachelor,3.143,30,1,2.82,2,Highly Likely
11,73000,SL,2,3.795,Medium,Married,Bachelor,2.918,18.41,1,3.87,5,Less Likely
4,61000,FM,4,2.84,Long,Single,High School,3.199,40.25,1,2.51,0,Highly Likely
5,63000,SL,3,4.33,Long,Married,Bachelor,3.858,6.02,1,4.6,0,Highly Likely
9,64000,CS,2,3.832,Medium,Single,High School,3.595,47.95,1,2.1,1,Highly Likely
15,66000,Legal,4,4.356,Medium,Married,Bachelor,2.96,23.8,1,3.43,5,Highly Likely
4,47500,QA,3,3.11,Short,Divorced,High School,4.035,72.26,1,2.16,0,Less Likely
6,68500,HR,4,3.186,Short,Divorced,Master,4.175,30.67,1,3.76,0,Less Likely
7,84500,SL,4,3.923,Long,Married,Bachelor,4.138,18.17,1,3.61,0,Highly Likely
7,68500,CS,3,3.824,Short,Married,Bachelor,3.309,35.71,1,2.91,1,Highly Likely
11,68000,CS,2,3.243,Short,Married,Bachelor,3.518,29.39,1,2.98,3,Highly Likely
7,72000,PR,5,3.966,Long,Married,Bachelor,4.2,35.55,1,4.06,0,Less Likely
14,65500,ADM,3,3.349,Medium,Married,Bachelor,4.047,18.21,1,3.93,5,Less Likely
4,71000,SL,3,3.062,Short,Single,Master,3.012,24.32,1,2.46,0,Highly Likely
10,65000,OPR,2,4.937,Medium,Married,High School,4.06,30,1,3.6,4,Highly Likely
8,69500,MKT,5,4.617,Short,Married,High School,2.895,64.26,1,4.34,1,Less Likely
3,64000,Legal,4,4.08,Long,Single,Bachelor,2.598,23.32,1,4.04,0,Less Likely
5,57000,HR,2,3.151,Short,Married,High School,3.088,87.95,1,2.08,0,Less Likely
9,62500,Legal,4,3.609,Long,Divorced,Bachelor,4.908,18.72,1,4.34,1,Less Likely
3,68500,FM,3,4.435,Medium,Divorced,Bachelor,3.517,29.48,1,5.67,0,Less Likely
9,68000,CS,5,3.305,Medium,Single,Bachelor,3.276,6.04,1,5.64,2,Less Likely
8,83500,OPR,4,3.767,Short,Married,Bachelor,3.766,24.12,1,3.32,1,Highly Likely
15,88000,PRO,3,3.941,Medium,Married,Bachelor,4.361,25.25,1,3.72,8,Less Likely
9,71000,ADM,4,4,Short,Single,Bachelor,3.672,11.97,1,3.14,0,Highly Likely
3,49500,CS,3,3.483,Long,Married,High School,3.705,56.38,1,3.17,0,Highly Likely
6,62000,QA,5,4.923,Short,Divorced,Bachelor,3.144,23.45,1,3.07,0,Highly Likely
6,61000,IT,5,3.768,Short,Single,Bachelor,4.948,23.66,1,3.45,0,Highly Likely
20,70500,RD,5,4.86,Short,Married,High School,2.726,72.85,1,2.64,10,Highly Likely
13,65500,ACC,3,3.552,Medium,Single,High School,3.072,47.14,1,4.73,4,Highly Likely
15,65000,PRO,4,4.934,Short,Single,Bachelor,3.89,23.6,1,4.23,5,Less Likely
1,53500,ACC,4,3.877,Medium,Single,Bachelor,3.761,30.66,1,3.82,0,Less Likely
4,69500,RD,2,4.11,Long,Married,Master,4.584,30,1,4.32,0,Less Likely
8,76500,PRO,3,4.712,Long,Single,Bachelor,4.904,35.77,1,5.13,0,Less Likely
8,65000,ACC,3,3.749,Short,Married,High School,3.257,88.49,1,2.88,1,Highly Likely
6,65000,QA,2,4.186,Short,Single,Bachelor,3.456,24.34,1,3.84,0,Highly Likely
4,72000,PM,4,4.11,Long,Married,Bachelor,3.153,36.09,1,3.33,0,Less Likely
6,67500,PRO,3,3.496,Medium,Single,High School,2.474,80.54,1,3.09,0,Less Likely
6,64000,ACC,4,3.921,Medium,Married,Bachelor,3.352,17.79,1,3.85,0,Highly Likely
3,59500,FM,4,2.946,Short,Married,Bachelor,1.934,36.19,1,4.44,0,Less Likely
3,65000,ADM,4,3.34,Medium,Single,Master,3.352,17.86,1,4.38,0,Highly Likely
8,66000,Legal,3,2.615,Long,Married,Bachelor,4.106,30,1,3.57,0,Less Likely
8,67000,Legal,5,5,Long,Divorced,High School,2.689,47.6,1,2.97,2,Less Likely
8,61500,CS,4,3.152,Medium,Single,Bachelor,3.407,30.42,1,4.57,2,Less Likely
7,62500,SL,2,3.718,Long,Married,Bachelor,3.338,11.83,1,4.39,0,Highly Likely
2,46500,RD,2,2.718,Short,Divorced,Bachelor,4.407,5.73,1,3.01,0,Less Likely
6,56000,ADM,3,3.232,Long,Single,Bachelor,2.982,12.61,1,5.38,0,Less Likely
3,62500,MKT,5,4,Long,Divorced,High School,3.333,64,1,4,0,Highly Likely
4,58000,RD,3,3.5,Medium,Married,Bachelor,3.667,30,1,4,0,Highly Likely
14,72000,ACC,4,4,Short,Single,Bachelor,3.667,30,1,3,2,Less Likely
9,68500,PR,2,3.5,Short,Single,Bachelor,2.667,30,1,3,1,Highly Likely
2,55000,Legal,3,3.5,Short,Married,Bachelor,3.667,30,1,4,0,Less Likely
10,55500,Legal,3,3,Medium,Married,Bachelor,3.333,18,0,4,1,Less Likely
10,82000,SL,5,3,Medium,Married,Bachelor,3.667,30,1,3,1,Less Likely
6,59000,ADM,3,3.5,Short,Divorced,High School,3.333,40,1,3,0,Less Likely
3,62500,RD,5,4,Long,Married,Bachelor,3.667,30,1,4,0,Less Likely
4,43000,CS,3,3.5,Short,Divorced,High School,3.667,80,1,4,0,Less Likely
7,74000,OPR,4,3.5,Long,Married,Bachelor,3.333,36,1,4,1,Less Likely
2,76000,SL,1,3.5,Short,Married,Master,3.667,18,1,4,0,Less Likely
3,73000,RD,4,3.5,Short,Divorced,Master,3.333,30,1,4,0,Less Likely
12,73000,IT,3,4,Medium,Divorced,Bachelor,3.333,24,1,3.62,1,Highly Likely
4,63000,IT,3,3.5,Long,Divorced,Bachelor,4,30,1,4,0,Less Likely
3,65000,CS,3,4.5,Medium,Married,Bachelor,3.667,30,1,4,0,Highly Likely
14,70500,QA,4,4,Long,Married,Bachelor,3.667,18,1,3,2,Less Likely
6,52500,CS,5,4.5,Medium,Divorced,High School,3.667,56,1,4,0,Highly Likely
8,62500,RD,3,3.5,Long,Single,Bachelor,3,18,1,3,0,Highly Likely
3,40500,QA,3,4,Medium,Divorced,High School,3.333,56,0,4,0,Less Likely
4,73500,Legal,3,3.5,Medium,Divorced,Bachelor,3.333,18,1,3.62,0,Less Likely
13,81500,PM,3,3.5,Long,Married,Bachelor,4,30,1,4,5,Less Likely
3,60000,MKT,1,3.5,Long,Married,Bachelor,3.333,36,1,4,0,Less Likely
3,70000,RD,3,3,Short,Single,Bachelor,3,6,1,4,0,Less Likely
10,70500,PR,3,4,Medium,Divorced,High School,3.333,80,1,4,3,Less Likely
5,62000,RD,4,3,Short,Divorced,Bachelor,3.667,24,1,4,0,Less Likely
4,64500,OPR,2,3,Medium,Single,High School,3.333,24,1,4,0,Less Likely
18,81000,ACC,5,3.5,Short,Divorced,Bachelor,3.667,36,1,4,3,Less Likely
5,72500,HR,5,4,Long,Married,Bachelor,3.667,24,1,5,0,Less Likely
12,79000,MKT,4,3.5,Short,Married,Bachelor,3.667,18,1,4,2,Less Likely
7,60500,PR,5,4.5,Medium,Married,Bachelor,4.333,24,1,5,1,Less Likely
5,60000,FM,3,4,Medium,Divorced,Bachelor,3.667,30,1,3.62,0,Less Likely
7,71500,IT,1,3.5,Medium,Single,Master,3.333,12,1,5,0,Less Likely
11,70000,HR,3,3.5,Long,Single,High School,3.333,30,1,3.62,2,Less Likely
7,73500,RD,3,4,Long,Married,Master,3.667,30,1,3,1,Less Likely
4,48000,CS,5,3.5,Medium,Divorced,Bachelor,4,30,1,4,0,Less Likely
7,59000,RD,2,3,Long,Married,Bachelor,3.333,30,1,4,1,Less Likely
2,70500,SL,3,3.5,Short,Married,Bachelor,4,30,1,4,0,Less Likely
6,59500,ACC,5,4.5,Short,Married,Bachelor,4.333,12,0,2,0,Less Likely
6,71500,PM,4,4,Long,Divorced,Bachelor,3.667,30,1,3,0,Less Likely
10,68000,RD,5,4,Long,Married,Bachelor,3.667,12,1,4,3,Less Likely
9,55000,RD,3,4,Medium,Divorced,High School,3.667,40,1,4,0,Less Likely
10,63500,MKT,3,3,Short,Married,High School,3.667,48,1,4,3,Highly Likely
14,70000,RD,3,2.5,Short,Divorced,Bachelor,3.333,30,1,4,2,Less Likely
10,67500,SL,5,3.5,Long,Single,High School,3,96,1,4,4,Less Likely
9,66000,CS,3,4,Long,Divorced,High School,3.667,56,1,4,1,Less Likely
12,65500,PM,2,3.5,Short,Single,Bachelor,4,12,1,3,2,Less Likely
7,52500,HR,3,4.5,Short,Divorced,High School,4,64,1,3,0,Less Likely
7,70500,HR,5,4,Long,Married,High School,4,48,1,4,0,Less Likely
15,77000,ACC,5,4,Long,Single,High School,3.667,64,1,3,5,Less Likely
4,68500,MKT,4,3.5,Medium,Single,Bachelor,3.667,36,1,3,0,Less Likely
6,64000,PRO,2,3.5,Medium,Single,Bachelor,3.333,30,1,5,0,Highly Likely
3,67500,FM,1,2.5,Short,Married,Master,2.667,12,0,4,0,Less Likely
5,70000,RD,3,4,Short,Married,Bachelor,3.333,18,1,4,0,Less Likely
9,66000,OPR,4,3,Short,Married,Bachelor,3,24,1,4,0,Less Likely
3,84500,SL,4,3.5,Short,Married,Bachelor,3,12,1,3,0,Less Likely
6,65500,SL,3,4,Medium,Divorced,Bachelor,3.333,30,1,3.62,0,Less Likely
11,63000,SL,3,3.5,Long,Married,High School,3.333,88,0,4,0,Highly Likely
5,49500,QA,3,4,Short,Married,High School,4,56,1,4,0,Less Likely
10,63000,PM,3,4.5,Short,Married,High School,3.667,48,1,3,3,Less Likely
8,58500,RD,3,4,Medium,Married,High School,4,30,1,4,1,Less Likely
8,55000,MKT,2,4.5,Long,Divorced,High School,3.333,30,1,3,0,Less Likely
4,71500,PM,2,3.5,Medium,Married,Bachelor,3.667,6,1,4,0,Less Likely
2,63000,HR,4,3.5,Medium,Divorced,Bachelor,3.333,12,1,4,0,Less Likely
8,52500,QA,4,4.5,Long,Married,Bachelor,4,24,1,4,0,Less Likely
13,68500,ADM,3,4,Long,Married,Bachelor,3.667,30,1,4,4,Less Likely
14,78500,SL,5,4,Short,Married,Bachelor,3.667,24,1,4,3,Less Likely
6,73000,FM,2,4,Medium,Married,Bachelor,4,12,1,3,0,Less Likely
7,71000,SL,4,3,Short,Divorced,Bachelor,3.333,30,1,3.62,1,Less Likely
5,54500,MKT,4,4,Short,Married,High School,3.667,48,0,3,0,Highly Likely
4,68000,CS,2,3.5,Short,Married,Bachelor,4,6,1,4,0,Less Likely
7,66000,Legal,5,4,Long,Married,Bachelor,4,18,1,4,1,Less Likely
19,71000,HR,3,3.5,Short,Married,High School,3.667,30,0,4,11,Less Likely
4,57000,ACC,4,4,Short,Divorced,Bachelor,3.667,6,1,4,0,Highly Likely
3,61000,SL,4,4,Long,Married,Bachelor,3.333,30,1,4,0,Highly Likely
6,66500,CS,3,3.5,Short,Single,Bachelor,3.333,30,1,4,0,Less Likely
5,64000,ACC,2,4,Medium,Single,Bachelor,4,12,1,4,0,Less Likely
5,64000,CS,1,3.5,Short,Married,Bachelor,3.667,30,1,4,0,Less Likely
6,67500,ACC,4,4,Short,Married,Bachelor,3.667,36,1,5,0,Less Likely
16,76000,ACC,3,4,Short,Married,Bachelor,3.667,36,1,4,0,Less Likely
14,71000,PRO,2,3.5,Long,Married,Bachelor,3.333,30,1,3,4,Less Likely
6,54000,CS,5,3.5,Short,Divorced,Bachelor,3.667,24,1,4,0,Less Likely
6,71500,MKT,5,4,Medium,Married,Bachelor,4,12,1,4,0,Less Likely
4,61500,MKT,2,4,Medium,Single,Bachelor,3.333,30,1,3,0,Highly Likely
14,91500,Legal,3,3.5,Medium,Married,Master,3.667,24,1,5,8,Less Likely
7,64500,MKT,2,3.5,Long,Married,Bachelor,4,36,1,4,1,Less Likely
4,72000,SL,3,4,Short,Single,Bachelor,4,24,1,3,0,Less Likely
4,70500,IT,4,4,Medium,Divorced,Bachelor,3.667,30,1,4,0,Less Likely
8,70500,IT,3,3.5,Long,Married,High School,3.333,96,1,4,1,Less Likely
4,60500,IT,3,3.5,Medium,Married,Bachelor,3.333,12,1,4,0,Less Likely
17,88000,PM,3,3,Medium,Single,Bachelor,3.667,30,1,4,3,Less Likely
8,67500,OPR,3,3.5,Short,Single,Bachelor,3,6,1,4,2,Less Likely
8,77000,PM,3,3.5,Long,Single,Master,3.333,18,1,4,2,Less Likely
13,71500,MKT,4,4,Long,Divorced,High School,4,56,1,4,1,Less Likely
8,60500,PR,4,3.5,Short,Single,Bachelor,3.333,24,1,4,1,Less Likely
8,65500,RD,5,4,Short,Married,Bachelor,3.667,12,1,3,0,Less Likely
8,76500,RD,3,4,Short,Divorced,Bachelor,4,36,1,4,0,Less Likely
10,74500,SL,2,4,Long,Married,Bachelor,3.667,12,1,4,0,Less Likely
7,68000,PR,2,4,Medium,Divorced,Bachelor,3.667,18,1,4,0,Less Likely
7,72000,SL,4,3.5,Medium,Divorced,High School,3.333,88,1,4,1,Highly Likely
11,55500,OPR,2,5,Medium,Married,Bachelor,4,24,1,3,2,Less Likely
7,57500,ADM,3,4,Medium,Married,Bachelor,4,18,1,4,1,Less Likely
4,57000,CS,3,4.5,Long,Married,Bachelor,4,24,1,4,0,Less Likely
14,72000,ACC,2,4,Medium,Married,Bachelor,3.667,12,1,4,8,Less Likely
14,80000,Legal,3,4,Medium,Married,Bachelor,4,24,1,3.62,8,Less Likely
13,77500,SL,4,3.5,Medium,Married,Bachelor,3,30,1,4,7,Less Likely
4,67500,SL,2,3.5,Short,Married,Bachelor,3.667,36,1,4,0,Less Likely
4,58500,QA,4,3.5,Short,Married,Bachelor,3.667,12,1,3.62,0,Less Likely
6,52500,CS,1,3,Long,Single,High School,3.667,48,1,4,0,Less Likely
5,65000,OPR,4,3.5,Medium,Married,Bachelor,3.667,30,1,4,0,Less Likely
4,63500,ACC,3,4,Long,Married,High School,4.333,72,1,4,0,Less Likely
13,85500,SL,3,3.5,Long,Married,Bachelor,3.333,18,1,3.62,3,Less Likely
4,71500,MKT,5,3.5,Short,Married,Bachelor,3.333,18,1,3.62,0,Less Likely
7,65000,RD,2,4,Long,Married,High School,3.667,32,0,4,1,Less Likely
3,64000,RD,3,4,Short,Married,Bachelor,3,6,1,3,0,Highly Likely
4,62500,PR,4,4.5,Short,Divorced,Bachelor,4.333,18,1,3,0,Less Likely
14,72500,MKT,4,4.5,Medium,Divorced,High School,3.667,32,1,4,3,Less Likely
4,67000,OPR,4,4,Short,Married,Bachelor,3.667,36,0,4,0,Less Likely
11,65500,RD,4,4,Medium,Single,High School,3.667,48,1,4,4,Highly Likely
8,67000,ACC,3,3.5,Long,Single,High School,3,30,1,4,0,Highly Likely
12,82000,ACC,3,3.5,Medium,Single,Master,3,30,1,4,0,Less Likely
6,59000,ADM,2,3.5,Long,Married,Bachelor,3.333,18,1,3,0,Less Likely
7,77500,PM,3,4,Long,Single,High School,3.333,64,1,4,1,Less Likely
7,55500,CS,3,3.5,Medium,Divorced,Master,3.667,18,1,3.62,1,Less Likely
14,63000,PRO,5,3.5,Short,Married,High School,4,88,0,4,7,Less Likely
6,64000,PM,4,3.5,Short,Single,Bachelor,3.667,18,1,3,0,Less Likely
4,44500,OPR,2,3,Long,Married,High School,3.333,64,1,4,0,Less Likely
10,67500,MKT,3,4,Short,Single,Bachelor,3.333,30,1,4,0,Less Likely
3,56500,SL,4,3,Short,Married,High School,3.667,72,1,3,0,Highly Likely
11,69500,ACC,3,3.5,Long,Married,Bachelor,3.333,18,1,4,5,Highly Likely
8,77500,IT,2,4,Medium,Married,Bachelor,4,30,1,3.62,1,Highly Likely
6,70000,PM,1,3.5,Short,Married,High School,3.333,72,1,3,0,Less Likely
6,66500,PRO,3,3.5,Short,Married,Bachelor,4,30,1,4,0,Less Likely
6,58500,ACC,5,4,Long,Divorced,Bachelor,3.333,6,1,4,0,Highly Likely
7,64000,ACC,3,4,Short,Single,Bachelor,3.667,30,1,3,0,Less Likely
10,66500,ACC,4,4,Short,Single,Bachelor,4,36,1,5,3,Less Likely
7,69000,SL,3,4,Long,Married,High School,4.333,96,1,5,1,Less Likely
6,72500,Legal,5,3.5,Long,Married,Bachelor,4,30,1,4,0,Less Likely
12,71500,CS,3,3.5,Long,Divorced,Bachelor,3.333,30,0,4,1,Less Likely
6,65000,ACC,4,3.5,Medium,Married,High School,4,64,1,4,0,Less Likely
4,58500,MKT,3,4,Short,Married,Master,4,12,1,3,0,Highly Likely
13,66000,ACC,3,3,Medium,Single,Bachelor,2.667,30,1,4,1,Highly Likely
1,63500,CS,3,4,Long,Married,Bachelor,3.333,36,1,3,0,Less Likely
4,80500,SL,5,4,Long,Married,Bachelor,3.667,30,1,4,0,Less Likely
11,74000,QA,3,3.5,Long,Single,Bachelor,4,24,1,3,3,Less Likely
3,70500,HR,2,4,Medium,Married,Bachelor,3.667,18,1,4,0,Less Likely
4,56000,PR,3,3,Medium,Single,Master,3.667,18,1,4,0,Less Likely
3,62000,SL,3,4,Short,Married,High School,3.667,96,1,4,0,Less Likely
6,56000,ACC,4,4,Long,Divorced,Master,3.333,24,1,3,0,Less Likely
6,62500,CS,5,4,Short,Single,High School,4,48,0,4,0,Less Likely
5,66000,ACC,2,3.5,Short,Married,High School,4,72,1,4,0,Less Likely
4,78500,RD,4,4.5,Short,Divorced,Bachelor,3.667,24,1,4,0,Less Likely
5,59500,PRO,4,3.5,Short,Married,Bachelor,3.667,12,1,4,0,Less Likely
5,73000,MKT,4,4,Short,Married,Bachelor,3.333,18,1,4,0,Less Likely
2,57000,SL,5,3.5,Short,Married,Bachelor,3.667,30,1,4,0,Less Likely
6,67000,SL,4,4,Long,Married,High School,3.667,56,1,5,0,Less Likely
4,65000,SL,2,4,Short,Married,High School,3.667,64,1,5,0,Less Likely
5,67000,CS,4,4.5,Medium,Single,Bachelor,4,30,1,4,0,Highly Likely
12,78000,HR,4,3.5,Long,Single,Bachelor,3.667,30,0,4,2,Less Likely
6,57000,OPR,5,3.5,Medium,Married,High School,4,88,1,3.62,0,Less Likely
14,89000,SL,3,4.5,Short,Divorced,Bachelor,4,24,0,4,4,Less Likely
7,69000,HR,3,3,Medium,Single,Bachelor,3.333,6,1,4,0,Less Likely
4,58000,ADM,5,3.5,Long,Divorced,Bachelor,3.333,18,1,4,0,Less Likely
5,62000,QA,4,4,Medium,Married,Bachelor,3.333,30,0,4,0,Less Likely
7,66500,PR,2,4,Long,Married,Bachelor,4,30,1,4,1,Less Likely
12,75500,OPR,2,4.5,Medium,Married,High School,4.333,64,1,4,0,Less Likely
2,61000,PRO,4,3.5,Medium,Married,Master,3.333,30,1,4,0,Less Likely
5,57000,ADM,3,4,Long,Divorced,Bachelor,4,30,1,4,0,Highly Likely
7,64000,SL,3,4,Long,Single,High School,3.333,32,1,3,1,Highly Likely
